deposito (linha) x cliente (coluna);;;;;;;;;;;;;;;;;;;;;;;;;;;;
#tipo transporte1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;242;1885;1429;1949;1936;2674;2594;2564;2566;2189;2380;2439;2301;2386;2226;2332;2391;2244;2224;2153;2224;2340;2237;2138;2688;3481;3432;736
1936;1771;1085;1156;800;0;1117;1618;1658;1666;1986;2000;1875;1991;2007;1969;1136;1467;1214;1271;1439;1477;1114;1489;1390;2580;3131;3082;10
2237;2269;2485;2464;2192;1489;551;336;334;382;637;541;423;617;635;595;294;203;231;165;221;48;318;0;113;1479;1755;1707;482
3432;3465;4078;4262;3786;3082;2103;1437;1408;1568;1265;1201;1283;1151;1125;1227;1953;1615;1831;1813;1653;1735;1928;1707;1722;934;60;0;0
#tipo transporte2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;225;1866;1929;3026;4135;3812;3340;3376;3468;3857;3618;3512;3726;3736;3803;3349;3486;3269;3207;2987;3291;3362;3255;3135;1E+27;5166;5086;736
3741;3516;4505;4442;3334;2236;2307;2195;2231;2232;2712;2473;2367;2581;2591;2658;1884;1981;1764;1702;1778;1786;1857;1750;1630;1E+27;4021;3941;10
3255;3030;4019;3956;2848;1750;723;445;481;482;962;723;617;828;841;908;334;231;254;192;268;36;273;0;120;1E+27;2271;2191;482
5086;4861;6210;6147;5039;3941;2861;1746;1710;1874;1600;1680;1574;1363;1479;1865;2398;1960;2318;2383;2201;2174;2411;2191;2311;1E+27;80;0;0
